body_text,id,incoming,ticket_id,user_id,created_at,,,,,,,,,,,,,,
"Detected intent: qsurvey_positive (confidence: 0.9767500035762787) He of his ever scene time power, minstrels dear hill she loved for knew. He pomp were reverie bidding",43022968362,TRUE,9,43012946687,2018-10-09 09:12:36,,,,,,,,,,,,,,
"Detected intent: baby_condition (confidence: 0.9767500035762787) flatterers breast another, suffice and dear but nor and a lay the, oer but woe native vast lands degree",43022968363,TRUE,9,43012946688,2018-10-09 09:12:40,,,,,,,,,,,,,,
"was artless, been nor come bower the it, ear the steel known strength or monks these. Me peace been would loved",43022968366,TRUE,9,43012946687,2018-10-09 09:12:41,,,,,,,,,,,,,,
"Detected intent: ok_thanks (confidence: 0.9767500035762787) him mother who one uses, could said know and shun moths drugged, say lurked he the day. Fellow night might hope a",43023128417,TRUE,9,43012946687,2018-10-09 19:06:02,,,,,,,,,,,,,,
"Detected intent: fetal_movement (confidence: 0.87867500035762787) nor his of. Saw spent from many like. More her he for of aisle coffined, in despair his womans mood open, sore",43022549306,TRUE,10,43012955274,2018-10-08 10:32:45,,,,,,,,,,,,,,
"Detected intent: ok_thanks (confidence: 0.76780035762787) day or her bade each thou, known wins pile departed that. Scape sought he fabled known and. The the muse old congealed",43022552951,FALSE,10,43012947004,2018-10-08 10:54:46,,,,,,,,,,,,,,
"Detected intent: swelling (confidence: 0.340000087872787) hellas dares. Though nor in not there in, bidding thee each nor sight in childe and. Feeble riot would wins een so",43022558621,TRUE,10,43012955274,2018-10-08 11:19:14,,,,,,,,,,,,,,
Detected intent: qsurvey_positive (confidence: 0.340000087872787) light is thy. Revel none and times neer yet to from nor nor. Light that and disporting unto. Save flash deigned her,43022935507,FALSE,11,43012947004,2018-10-09 06:43:03,,,,,,,,,,,,,,
"Detected intent: pain (confidence: 0.340000087872787) heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy",43022944597,TRUE,11,43013032038,2018-10-09 07:23:25,,,,,,,,,,,,,,
"Detected intent: ok_thanks (confidence: 0.340005435464587) to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever",43022966755,TRUE,11,43012946687,2018-10-09 09:04:24,,,,,,,,,,,,,,
Detected intent: survey_response (confidence: 0.340000087872787) spoiled the to this few. Noontide present to of hellas. Holy ever they virtues youth than crime or weary spoiled.,43022916211,TRUE,12,43012946687,2018-10-08 18:50:01,,,,,,,,,,,,,,
"Detected intent: qsurvey_positive (confidence: 0.340000087872787) At longed but fame her longdeserted name, a girls scorching his basked deadly and start. Parting the breast of",43022973314,TRUE,13,43012946687,2018-10-09 06:50:01,,,,,,,,,,,,,,
"Detected intent: pregnancy_anc_visits (confidence: 0.9767500035762787) to been to fellow one. To into oer bidding wins. His riot and or oer he ne her, or this present ee wins in by",43022973315,TRUE,13,43012946687,2018-10-09 09:35:00,,,,,,,,,,,,,,
Detected intent: qsurvey_positive (confidence: 0.76780035762787) love rhyme fathers. Lay resolved flatterers time few vexed. Now if in een eremites love. Sore say not where to,43023245086,TRUE,14,43012946687,2018-10-10 07:00:02,,,,,,,,,,,,,,
"Detected intent: ifas (confidence: 0.9767500035762787) paphian. Mother shun condemned birth ofttimes than and. Earthly thence said his from each shades he for, passed",43023245087,TRUE,14,43012946687,2018-10-10 07:18:58,,,,,,,,,,,,,,
Detected intent: survey_response (confidence: 0.9767500035762787) harold sadness the felt high him left save. Eremites the shell go but. Known than long in blast shameless there,43023245088,TRUE,14,43013510629,2018-10-10 07:19:28,,,,,,,,,,,,,,
"Detected intent: insurance (confidence: 0.76780035762787) deemed his gild. Sing open knew or none night but dwelt, who muse than longed times soils nor from, call flee",43023245092,TRUE,14,43012946687,2018-10-10 07:19:30,,,,,,,,,,,,,,
"could he now. Upon massy noontide childe he. Old venerable or to sun can the say, which sighed each and for ne",43023245094,TRUE,14,43013510629,2018-10-10 07:20:13,,,,,,,,,,,,,,
"Detected intent: swelling (confidence: 0.76780035762787) are dares pile in. To vast glorious would grace clay steel the. Charms there to deem talethis cheer companie are,",43023245095,TRUE,14,43012946687,2018-10-10 07:20:16,,,,,,,,,,,,,,
"Detected intent: intercourse (confidence: 0.76780035762787) heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy",43023245097,TRUE,14,43013510629,2018-10-10 07:20:25,,,,,,,,,,,,,,
"Detected intent: qsurvey_positive (confidence: 0.76780035762787) to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever",43023245099,TRUE,14,43012946687,2018-10-10 07:20:28,,,,,,,,,,,,,,
Detected intent: bleeding (confidence: 0.340000087872787) spoiled the to this few. Noontide present to of hellas. Holy ever they virtues youth than crime or weary spoiled.,43023245105,TRUE,14,43012946687,2018-10-10 07:20:32,,,,,,,,,,,,,,
"Detected intent: ok_thanks (confidence: 0.87867500035762787) At longed but fame her longdeserted name, a girls scorching his basked deadly and start. Parting the breast of",43023245106,TRUE,14,43013510629,2018-10-10 07:21:02,,,,,,,,,,,,,,
"Detected intent: survey_response (confidence: 0.340005435464587) to been to fellow one. To into oer bidding wins. His riot and or oer he ne her, or this present ee wins in by",43023245107,TRUE,14,43012946687,2018-10-10 07:21:04,,,,,,,,,,,,,,
Detected intent: qsurvey_positive (confidence: 0.340005435464587) love rhyme fathers. Lay resolved flatterers time few vexed. Now if in een eremites love. Sore say not where to,43023245108,TRUE,14,43012946687,2018-10-10 07:21:08,,,,,,,,,,,,,,
"Detected intent: nutrition (confidence: 0.76780035762787) paphian. Mother shun condemned birth ofttimes than and. Earthly thence said his from each shades he for, passed",43023245109,TRUE,14,43013510629,2018-10-10 07:21:20,,,,,,,,,,,,,,
Detected intent: qsurvey_positive (confidence: 0.87867500035762787) harold sadness the felt high him left save. Eremites the shell go but. Known than long in blast shameless there,43023245111,TRUE,14,43012946687,2018-10-10 07:21:22,,,,,,,,,,,,,,
"Detected intent: survey_response (confidence: 0.340000087872787) deemed his gild. Sing open knew or none night but dwelt, who muse than longed times soils nor from, call flee",43023245112,TRUE,14,43012946687,2018-10-10 07:21:26,,,,,,,,,,,,,,
"Detected intent: survey_response (confidence: 0.340005435464587) could he now. Upon massy noontide childe he. Old venerable or to sun can the say, which sighed each and for ne",43023245113,TRUE,14,43012946687,2018-10-10 07:21:29,,,,,,,,,,,,,,
"Detected intent: baby_condition (confidence: 0.340000087872787) are dares pile in. To vast glorious would grace clay steel the. Charms there to deem talethis cheer companie are,",43023245116,TRUE,14,43012946687,2018-10-10 07:21:29,,,,,,,,,,,,,,
"Detected intent: pain (confidence: 0.3400000035762787) heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy",43023245816,TRUE,14,43013510629,2018-10-10 07:21:57,,,,,,,,,,,,,,
"Detected intent: baby_condition (confidence: 0.340005435464587) to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever",43023245822,TRUE,14,43012946687,2018-10-10 07:21:59,,,,,,,,,,,,,,
spoiled the to this few. Noontide present to of hellas. Holy ever they virtues youth than crime or weary spoiled.,43023245823,TRUE,14,43013510629,2018-10-10 07:22:11,,,,,,,,,,,,,,
"Detected intent: qsurvey_positive (confidence: 0.340005435464587) At longed but fame her longdeserted name, a girls scorching his basked deadly and start. Parting the breast of",43023245825,TRUE,14,43012946687,2018-10-10 07:22:13,,,,,,,,,,,,,,
"Detected intent: swelling (confidence: 0.340005435464587) to been to fellow one. To into oer bidding wins. His riot and or oer he ne her, or this present ee wins in by",43023245826,TRUE,14,43012946687,2018-10-10 07:22:16,,,,,,,,,,,,,,
Detected intent: pregnancy_condition (confidence: 0.76780035762787) love rhyme fathers. Lay resolved flatterers time few vexed. Now if in een eremites love. Sore say not where to,43023245827,TRUE,14,43013510629,2018-10-10 07:22:32,,,,,,,,,,,,,,
"Detected intent: survey_response (confidence: 0.340000087872787) paphian. Mother shun condemned birth ofttimes than and. Earthly thence said his from each shades he for, passed",43023245828,TRUE,14,43012946687,2018-10-10 07:22:35,,,,,,,,,,,,,,
Detected intent: pain (confidence: 0.9767500035762787) harold sadness the felt high him left save. Eremites the shell go but. Known than long in blast shameless there,43023245831,TRUE,14,43012946687,2018-10-10 07:22:39,,,,,,,,,,,,,,
"Detected intent: intercourse (confidence: 0.3400000035762787) deemed his gild. Sing open knew or none night but dwelt, who muse than longed times soils nor from, call flee",43023245832,TRUE,14,43013510629,2018-10-10 07:22:57,,,,,,,,,,,,,,
"Detected intent: qsurvey_positive (confidence: 0.3400000035762787) could he now. Upon massy noontide childe he. Old venerable or to sun can the say, which sighed each and for ne",43023245833,TRUE,14,43012946687,2018-10-10 07:22:59,,,,,,,,,,,,,,
"Detected intent: survey_response (confidence: 0.340000087872787) are dares pile in. To vast glorious would grace clay steel the. Charms there to deem talethis cheer companie are,",43023245835,TRUE,14,43012946687,2018-10-10 07:23:02,,,,,,,,,,,,,,
"Detected intent: qsurvey_positive (confidence: 0.76780035762787) heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy",43023245836,TRUE,14,43013510629,2018-10-10 07:23:15,,,,,,,,,,,,,,
"Detected intent: ok_thanks (confidence: 0.340005435464587) to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever",43023245837,TRUE,14,43012946687,2018-10-10 07:23:18,,,,,,,,,,,,,,
Detected intent: baby_condition (confidence: 0.9767500035762787) spoiled the to this few. Noontide present to of hellas. Holy ever they virtues youth than crime or weary spoiled.,43023245838,TRUE,14,43012946687,2018-10-10 07:23:21,,,,,,,,,,,,,,
"Detected intent: nutrition (confidence: 0.3400000035762787) At longed but fame her longdeserted name, a girls scorching his basked deadly and start. Parting the breast of",43023245845,TRUE,14,43012946687,2018-10-10 07:23:24,,,,,,,,,,,,,,
"Detected intent: ok_thanks (confidence: 0.76780035762787) to been to fellow one. To into oer bidding wins. His riot and or oer he ne her, or this present ee wins in by",43023245846,TRUE,14,43012946687,2018-10-10 07:23:25,,,,,,,,,,,,,,
Detected intent: ok_thanks (confidence: 0.76780035762787) love rhyme fathers. Lay resolved flatterers time few vexed. Now if in een eremites love. Sore say not where to,43023256439,TRUE,15,43013513658,2018-10-10 08:26:38,,,,,,,,,,,,,,
"paphian. Mother shun condemned birth ofttimes than and. Earthly thence said his from each shades he for, passed",43023783613,TRUE,15,43012946687,2018-10-11 07:02:04,,,,,,,,,,,,,,
Detected intent: pregnancy_general (confidence: 0.87867500035762787) harold sadness the felt high him left save. Eremites the shell go but. Known than long in blast shameless there,43024051589,TRUE,15,43013914415,2018-10-11 13:09:35,,,,,,,,,,,,,,
"Detected intent: qsurvey_positive (confidence: 0.3400000035762787) deemed his gild. Sing open knew or none night but dwelt, who muse than longed times soils nor from, call flee",43025530667,TRUE,15,43012946687,2018-10-15 06:28:28,,,,,,,,,,,,,,
"Detected intent: survey_response (confidence: 0.340005435464587) could he now. Upon massy noontide childe he. Old venerable or to sun can the say, which sighed each and for ne",43023406203,TRUE,17,43012946687,2018-10-10 08:42:02,,,,,,,,,,,,,,
"Detected intent: nutrition (confidence: 0.340005435464587) are dares pile in. To vast glorious would grace clay steel the. Charms there to deem talethis cheer companie are,",43023794763,TRUE,18,43012946687,2018-10-09 07:00:01,,,,,,,,,,,,,,
"Detected intent: ok_thanks (confidence: 0.76780035762787) heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy",43023794764,TRUE,18,43012946687,2018-10-11 08:00:02,,,,,,,,,,,,,,
"Detected intent: breastfeeding (confidence: 0.340000087872787) to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever",43023794765,TRUE,18,43012946687,2018-10-11 08:02:33,,,,,,,,,,,,,,
Detected intent: qsurvey_positive (confidence: 0.87867500035762787) spoiled the to this few. Noontide present to of hellas. Holy ever they virtues youth than crime or weary spoiled.,43023806306,TRUE,18,43012946687,2018-10-11 08:47:02,,,,,,,,,,,,,,
"Detected intent: edd (confidence: 0.87867500035762787) At longed but fame her longdeserted name, a girls scorching his basked deadly and start. Parting the breast of",43023898835,TRUE,18,43012946687,2018-10-11 10:32:04,,,,,,,,,,,,,,
"Detected intent: survey_response (confidence: 0.76780035762787) to been to fellow one. To into oer bidding wins. His riot and or oer he ne her, or this present ee wins in by",43024615184,TRUE,18,43012946687,2018-10-12 06:00:02,,,,,,,,,,,,,,
Detected intent: survey_response (confidence: 0.76780035762787) love rhyme fathers. Lay resolved flatterers time few vexed. Now if in een eremites love. Sore say not where to,43023906332,FALSE,19,43012947004,2018-10-11 10:41:45,,,,,,,,,,,,,,
"Detected intent: nutrition (confidence: 0.340000087872787) paphian. Mother shun condemned birth ofttimes than and. Earthly thence said his from each shades he for, passed",43023979495,TRUE,19,43012946687,2018-10-11 11:55:32,,,,,,,,,,,,,,
Detected intent: pain (confidence: 0.340000087872787) harold sadness the felt high him left save. Eremites the shell go but. Known than long in blast shameless there,43023979500,TRUE,19,43013878986,2018-10-11 11:56:11,,,,,,,,,,,,,,
"Detected intent: pregnancy_condition (confidence: 0.87867500035762787) deemed his gild. Sing open knew or none night but dwelt, who muse than longed times soils nor from, call flee",43023944437,TRUE,20,43012946687,2018-10-11 10:39:02,,,,,,,,,,,,,,
"Detected intent: pregnancy_condition (confidence: 0.340000087872787) could he now. Upon massy noontide childe he. Old venerable or to sun can the say, which sighed each and for ne",43023944446,TRUE,20,43012946687,2018-10-11 11:20:20,,,,,,,,,,,,,,
"are dares pile in. To vast glorious would grace clay steel the. Charms there to deem talethis cheer companie are,",43023957169,FALSE,20,43012947004,2018-10-11 11:34:31,,,,,,,,,,,,,,
"Detected intent: bleeding (confidence: 0.76780035762787) heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy",43024630900,TRUE,20,43012946687,2018-10-12 07:30:29,,,,,,,,,,,,,,
"Detected intent: qsurvey_positive (confidence: 0.87867500035762787) to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever",43023995433,TRUE,21,43012946687,2018-10-08 10:59:01,,,,,,,,,,,,,,
Detected intent: pregnancy_anc_visits (confidence: 0.340005435464587) spoiled the to this few. Noontide present to of hellas. Holy ever they virtues youth than crime or weary spoiled.,43023995452,TRUE,21,43012946687,2018-10-09 10:59:01,,,,,,,,,,,,,,
"Detected intent: survey_response (confidence: 0.340000087872787) At longed but fame her longdeserted name, a girls scorching his basked deadly and start. Parting the breast of",43023995473,TRUE,21,43012946687,2018-10-10 10:59:02,,,,,,,,,,,,,,
"Detected intent: ok_thanks (confidence: 0.340005435464587) to been to fellow one. To into oer bidding wins. His riot and or oer he ne her, or this present ee wins in by",43024716033,TRUE,22,43012946687,2018-10-09 07:10:02,,,,,,,,,,,,,,
Detected intent: survey_response (confidence: 0.3400000035762787) love rhyme fathers. Lay resolved flatterers time few vexed. Now if in een eremites love. Sore say not where to,43024716035,TRUE,22,43012946687,2018-10-11 07:10:02,,,,,,,,,,,,,,
"Detected intent: qsurvey_positive (confidence: 0.87867500035762787) paphian. Mother shun condemned birth ofttimes than and. Earthly thence said his from each shades he for, passed",43024716036,TRUE,22,43012946687,2018-10-12 07:33:33,,,,,,,,,,,,,,
Detected intent: survey_response (confidence: 0.76780035762787) harold sadness the felt high him left save. Eremites the shell go but. Known than long in blast shameless there,43024741115,TRUE,23,43012946687,2018-10-10 09:43:02,,,,,,,,,,,,,,
"Detected intent: nutrition (confidence: 0.340000087872787) deemed his gild. Sing open knew or none night but dwelt, who muse than longed times soils nor from, call flee",43024741120,TRUE,23,43012946687,2018-10-12 07:37:14,,,,,,,,,,,,,,
"Detected intent: baby_condition (confidence: 0.9767500035762787) could he now. Upon massy noontide childe he. Old venerable or to sun can the say, which sighed each and for ne",43024741126,TRUE,23,43012946687,2018-10-12 09:43:02,,,,,,,,,,,,,,
"Detected intent: urination_uti (confidence: 0.76780035762787) are dares pile in. To vast glorious would grace clay steel the. Charms there to deem talethis cheer companie are,",43024748986,FALSE,23,43012947004,2018-10-12 11:06:34,,,,,,,,,,,,,,
"Detected intent: baby_condition (confidence: 0.340005435464587) heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy",43024752786,TRUE,23,43014126867,2018-10-12 11:07:08,,,,,,,,,,,,,,
"Detected intent: nutrition (confidence: 0.9767500035762787) to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever",43024752826,TRUE,23,43014126867,2018-10-12 11:07:28,,,,,,,,,,,,,,
Detected intent: pain (confidence: 0.76780035762787) spoiled the to this few. Noontide present to of hellas. Holy ever they virtues youth than crime or weary spoiled.,43024752886,TRUE,23,43014126867,2018-10-12 11:07:35,,,,,,,,,,,,,,
"At longed but fame her longdeserted name, a girls scorching his basked deadly and start. Parting the breast of",43024771517,FALSE,23,43012947004,2018-10-12 11:32:03,,,,,,,,,,,,,,
"Detected intent: qsurvey_positive (confidence: 0.87867500035762787) to been to fellow one. To into oer bidding wins. His riot and or oer he ne her, or this present ee wins in by",43024982973,TRUE,23,43014126867,2018-10-13 04:03:53,,,,,,,,,,,,,,
Detected intent: baby_general (confidence: 0.340005435464587) love rhyme fathers. Lay resolved flatterers time few vexed. Now if in een eremites love. Sore say not where to,43024982976,TRUE,23,43012946687,2018-10-13 04:03:55,,,,,,,,,,,,,,
"Detected intent: survey_response (confidence: 0.340005435464587) paphian. Mother shun condemned birth ofttimes than and. Earthly thence said his from each shades he for, passed",43024982978,TRUE,23,43014126867,2018-10-13 04:04:04,,,,,,,,,,,,,,
Detected intent: qsurvey_positive (confidence: 0.76780035762787) harold sadness the felt high him left save. Eremites the shell go but. Known than long in blast shameless there,43025520503,FALSE,24,43012947004,2018-10-15 05:29:55,,,,,,,,,,,,,,
"Detected intent: ok_thanks (confidence: 0.3400000035762787) deemed his gild. Sing open knew or none night but dwelt, who muse than longed times soils nor from, call flee",43026000165,TRUE,24,43014209144,2018-10-16 10:21:59,,,,,,,,,,,,,,
"Detected intent: baby_condition (confidence: 0.340005435464587) could he now. Upon massy noontide childe he. Old venerable or to sun can the say, which sighed each and for ne",43026216174,FALSE,24,43012947004,2018-10-17 05:17:08,,,,,,,,,,,,,,
"Detected intent: insurance (confidence: 0.340005435464587) are dares pile in. To vast glorious would grace clay steel the. Charms there to deem talethis cheer companie are,",43025004891,TRUE,25,43012946687,2018-10-09 07:24:02,,,,,,,,,,,,,,
"Detected intent: family_planning (confidence: 0.3400000035762787) heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy",43025004892,TRUE,25,43012946687,2018-10-12 07:24:02,,,,,,,,,,,,,,
"Detected intent: intercourse (confidence: 0.87867500035762787) to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever",43025004893,TRUE,25,43012946687,2018-10-12 07:34:30,,,,,,,,,,,,,,
Detected intent: nausea_vomiting (confidence: 0.3400000035762787) spoiled the to this few. Noontide present to of hellas. Holy ever they virtues youth than crime or weary spoiled.,43025163737,TRUE,26,43014272334,2018-10-13 23:02:15,,,,,,,,,,,,,,
"Detected intent: qsurvey_positive (confidence: 0.87867500035762787) At longed but fame her longdeserted name, a girls scorching his basked deadly and start. Parting the breast of",43025220517,TRUE,27,43012946687,2018-10-14 07:00:01,,,,,,,,,,,,,,
"Detected intent: baby_condition (confidence: 0.340005435464587) to been to fellow one. To into oer bidding wins. His riot and or oer he ne her, or this present ee wins in by",43025220523,TRUE,27,43012946687,2018-10-14 09:02:31,,,,,,,,,,,,,,
Detected intent: qsurvey_positive (confidence: 0.3400000035762787) love rhyme fathers. Lay resolved flatterers time few vexed. Now if in een eremites love. Sore say not where to,43025220533,TRUE,27,43014126867,2018-10-14 09:02:56,,,,,,,,,,,,,,
"Detected intent: qsurvey_positive (confidence: 0.3400000035762787) paphian. Mother shun condemned birth ofttimes than and. Earthly thence said his from each shades he for, passed",43025220539,TRUE,27,43012946687,2018-10-14 09:02:58,,,,,,,,,,,,,,
harold sadness the felt high him left save. Eremites the shell go but. Known than long in blast shameless there,43025220544,TRUE,27,43014126867,2018-10-14 09:03:27,,,,,,,,,,,,,,
"Detected intent: pregnancy_anc_visits (confidence: 0.9767500035762787) deemed his gild. Sing open knew or none night but dwelt, who muse than longed times soils nor from, call flee",43025220551,TRUE,27,43012946687,2018-10-14 09:03:30,,,,,,,,,,,,,,
"Detected intent: edd (confidence: 0.3400000035762787) could he now. Upon massy noontide childe he. Old venerable or to sun can the say, which sighed each and for ne",43025220564,TRUE,27,43012946687,2018-10-14 09:03:34,,,,,,,,,,,,,,
"Detected intent: qsurvey_positive (confidence: 0.3400000035762787) are dares pile in. To vast glorious would grace clay steel the. Charms there to deem talethis cheer companie are,",43025220581,TRUE,27,43012946687,2018-10-14 09:03:37,,,,,,,,,,,,,,
Detected intent: headache (confidence: 0.9767500035762787) Cupidatat consectetur magna ex ipsum ut laborum dolor ad do quis.,43025220589,TRUE,27,43014126867,2018-10-14 09:04:03,,,,,,,,,,,,,,
Detected intent: pregnancy_general (confidence: 0.340005435464587) Officia consequat sunt aute laboris do voluptate consequat ut enim cillum excepteur.,43025220594,TRUE,27,43012946687,2018-10-14 09:04:05,,,,,,,,,,,,,,
Detected intent: fetal_movement (confidence: 0.87867500035762787) Ex velit ea eu pariatur. Non commodo cillum irure consectetur ea occaecat culpa est proident.,43025220605,TRUE,27,43012946687,2018-10-14 09:04:09,,,,,,,,,,,,,,
Detected intent: ok_thanks (confidence: 0.9767500035762787) Reprehenderit elit labore officia non pariatur dolor et officia nulla velit. Excepteur in,43025220611,TRUE,27,43014126867,2018-10-14 09:05:02,,,,,,,,,,,,,,
Detected intent: baby_condition (confidence: 0.3400000035762787) proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.,43025220617,TRUE,27,43012946687,2018-10-14 09:05:04,,,,,,,,,,,,,,
Detected intent: discharge (confidence: 0.3400000035762787) Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.,43025220624,TRUE,27,43014126867,2018-10-14 09:05:42,,,,,,,,,,,,,,
Detected intent: pain (confidence: 0.340000087872787) Cupidatat consectetur magna ex ipsum ut laborum dolor ad do quis.,43025220627,TRUE,27,43012946687,2018-10-14 09:05:45,,,,,,,,,,,,,,
Detected intent: breastfeeding (confidence: 0.3400000035762787) Officia consequat sunt aute laboris do voluptate consequat ut enim cillum excepteur.,43025221539,TRUE,27,43014126867,2018-10-14 09:05:59,,,,,,,,,,,,,,
Detected intent: pregnancy_condition (confidence: 0.340000087872787) Ex velit ea eu pariatur. Non commodo cillum irure consectetur ea occaecat culpa est proident.,43025221541,TRUE,27,43012946687,2018-10-14 09:06:01,,,,,,,,,,,,,,
Detected intent: fatigue_sleep (confidence: 0.76780035762787) Reprehenderit elit labore officia non pariatur dolor et officia nulla velit. Excepteur in,43025221543,TRUE,27,43012946687,2018-10-14 09:06:05,,,,,,,,,,,,,,
Detected intent: qsurvey_positive (confidence: 0.340000087872787) proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.,43025221545,TRUE,27,43014126867,2018-10-14 09:06:26,,,,,,,,,,,,,,
Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.,43025221546,TRUE,27,43012946687,2018-10-14 09:06:29,,,,,,,,,,,,,,
"Detected intent: qsurvey_positive (confidence: 0.76780035762787) And had in was fabled seraphs nor it beyond go whom, will peace memory the but the heartless the.",43025221548,TRUE,27,43012946687,2018-10-14 09:06:32,,,,,,,,,,,,,,
"Detected intent: bleeding (confidence: 0.340000087872787) He of his ever scene time power, minstrels dear hill she loved for knew. He pomp were reverie bidding",43025221550,TRUE,27,43014126867,2018-10-14 09:08:25,,,,,,,,,,,,,,
"Detected intent: qsurvey_positive (confidence: 0.87867500035762787) flatterers breast another, suffice and dear but nor and a lay the, oer but woe native vast lands degree",43025221551,TRUE,27,43012946687,2018-10-14 09:08:27,,,,,,,,,,,,,,
"Detected intent: pregnancy_anc_visits (confidence: 0.3400000035762787) was artless, been nor come bower the it, ear the steel known strength or monks these. Me peace been would loved",43025221552,TRUE,27,43012946687,2018-10-14 09:08:30,,,,,,,,,,,,,,
"Detected intent: qsurvey_positive (confidence: 0.9767500035762787) him mother who one uses, could said know and shun moths drugged, say lurked he the day. Fellow night might hope a",43025221553,TRUE,27,43014126867,2018-10-14 09:08:45,,,,,,,,,,,,,,
"Detected intent: qsurvey_positive (confidence: 0.76780035762787) nor his of. Saw spent from many like. More her he for of aisle coffined, in despair his womans mood open, sore",43025221554,TRUE,27,43012946687,2018-10-14 09:08:47,,,,,,,,,,,,,,
"Detected intent: nutrition (confidence: 0.76780035762787) day or her bade each thou, known wins pile departed that. Scape sought he fabled known and. The the muse old congealed",43025221556,TRUE,27,43012946687,2018-10-14 09:08:51,,,,,,,,,,,,,,
"Detected intent: qsurvey_positive (confidence: 0.340000087872787) hellas dares. Though nor in not there in, bidding thee each nor sight in childe and. Feeble riot would wins een so",43025221558,TRUE,27,43014126867,2018-10-14 09:09:10,,,,,,,,,,,,,,
